24-70 ;;;;;;;1;2
24-70;72;;;;;;2;2
24-70;76;;;;;;2;2
24-70;76;;;;;;2;2
24-70;76;;;;;;2;2
24-70;76;;;;;;2;2
24-74 - Пособническая деятельность немецко-фашистским оккупантам;;;;;;;1;2
24-8-и145 ;;;;;;;1;2
24-80;72;;;;;;2;2
24-80;72;;;;;;2;2
24-б;68;;;;;;2;2
24064;76;;;;;;2;2
24068;72;;;;;;2;2
24663-1 ;;;;;;;1;2
24663-1 ;;;;;;;1;2
24б;68;;;;;;2;2
24б;80;;;;;;2;2
250 - Сокрытие от партии службы в белой армии;;;;;;;1;2
27;75;;;;;;2;2
2а4 ;;;;;;;1;2
38;;;;;;;1;2
39;;;;;;;1;2
39;;;;;;;1;2
39;120;;;;;;2;2
39;120;;;;;;2;2
39;72;76; 120-1 - а/с деят-сть;;;;4;2
39;74;;;;;;2;2
54 - Антисоветская агитация;;;;;;;1;2
54-1 ;;;;;;;1;2
54-10ч1 ;;;;;;;1;2
54-10ч2 ;;;;;;;1;2
58;;;;;;;1;2
58;;;;;;;1;2
58-1 - Измена Родине; служба в немецкой армии;;;;;;2;2
58-1 ;;;;;;;1;2
"58-1 п.""а"" - Измена Родине";;;;;;;1;2
58-1 п.б - Измена Родине;;;;;;;1;2
"58-1""а"""; 58-2 - Измена Родине;;;;;;2;2
"58-1""б""";;;;;;;1;2
58-1; 58-8; 58-11 - Измена Родине военнослужащим;;;;;3;2
58-1-а ;;;;;;;1;2
58-1-а ;;;;;;;1;2
58-1-а ;;;;;;;1;2
58-10 - К/р суждения о жизни; о колхозах;;;;;;2;2
58-10 - Контрреволюционная пропаганда;;;;;;;1;2
58-10 КЕ РСФСР - а/с агитация;;;;;;;1;2
58-10 ;;;;;;;1;2
58-10 ;;;;;;;1;2
58-10 ;;;;;;;1;2
58-10 ;;;;;;;1;2
58-10 ;;;;;;;1;2
58-10 ;;;;;;;1;2
58-10 ;;;;;;;1;2
58-10 ч. 2 ;;;;;;;1;2
58-10;11;;;;;;2;2
58-10;11;;;;;;2;2
58-10;11;;;;;;2;2
58-10;13;;;;;;2;2
58-10;13;;;;;;2;2
58-10;13;;;;;;2;2
58-10; 17-58-2 ;;;;;;2;2
58-10; 17-58-2 ;;;;;;2;2
58-10;3;;;;;;2;2
58-10; 58-13 ;;;;;;2;2
58-10; 59-9 ;;;;;;2;2
58-10-13 ;;;;;;;1;2
58-10-2 - Антисоветская агитация;;;;;;;1;2
58-10.11 ;;;;;;;1;2
58-10ч.1 - а/с агитация;;;;;;;1;2
58-10ч.1; примеч - антисоветская агитация; отказ от принятия воинской присяги;;;;;3;2
58-10ч1 ;;;;;;;1;2
58-10ч2 ;;;;;;;1;2
58-10ч3 ;;;;;;;1;2
58-11 ;;;;;;;1;2
58-11;13;;;;;;2;2
58-11; 59-3 ;;;;;;2;2
58-12 ;;;;;;;1;2
58-12 ;;;;;;;1;2
58-12 ;;;;;;;1;2
58-12; 59-9 ;;;;;;2;2
58-13 ;;;;;;;1;2
58-13 ;;;;;;;1;2
58-13 ;;;;;;;1;2
58-13;247; 59-4 - член банды; а/с агитация;;;;4;2
58-1а - Измена Родине;;;;;;;1;2
"58-1а - Состоял в ""Союзе белорусской молодежи""";;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а ;;;;;;;1;2
58-1а; -10/1 ;;;;;;2;2
58-1б ;;;;;;;1;2
58-1б ;;;;;;;1;2
58-1б ;;;;;;;1;2
58-1б ;;;;;;;1;2
58-1б;11;;;;;;2;2
58-1б; 58-7ч.1; 58-10; 58-11 ;;;;4;2
58-2 ;;;;;;;1;2
58-2 ;;;;;;;1;2
58-2 ;;;;;;;1;2
58-2 ;;;;;;;1;2
58-2;10;;;;;;2;2
58-2;10;11;;;;;3;2
58-2;11;;;;;;2;2
58-2;11;;;;;;2;2
58-2;11;;;;;;2;2
58-2;11;;;;;;2;2
58-2;4;;;;;;2;2
58-2;4;;;;;;2;2
58-2; 58-11 ;;;;;;2;2
58-2; 59-3 ;;;;;;2;2
58-2;6;7;11;;;;4;2
58-2-9-11 ;;;;;;;1;2
58-3 - Измена Родине;;;;;;;1;2
58-3 ;;;;;;;1;2
58-3 ;;;;;;;1;2
58-3 ;;;;;;;1;2
58-3 ;;;;;;;1;2
58-3 ;;;;;;;1;2
58-3 ;;;;;;;1;2
58-3 ;;;;;;;1;2
58-3; -10/2 ;;;;;;2;2
58-3;10;;;;;;2;2
58-3;10;;;;;;2;2
58-3;10;;;;;;2;2
58-3; 59-3 ;;;;;;2;2
58-4 - Подпольная а/с организация;;;;;;;1;2
58-4;-11;;;;;;2;2
58-4;10;;;;;;2;2
58-4;6;;;;;;2;2
58-4;6;11;;;;;3;2
58-4;7;10;11;;;;4;2
58-5 ;;;;;;;1;2
58-6 - ;;;;;;;1;2
58-6 ;;;;;;;1;2
58-6 ;;;;;;;1;2
58-6 ;;;;;;;1;2
58-6 ;;;;;;;1;2
58-6 ;;;;;;;1;2
58-6 ;;;;;;;1;2
58-6 ;;;;;;;1;2
58-6;10;;;;;;2;2
58-6;10;;;;;;2;2
58-6;11;;;;;;2;2
58-6; 58-11 - Шпионаж в пользу Польши;;;;;;2;2
58-6; 58-9 ;;;;;;2;2
58-6; 58-9 ;;;;;;2;2
58-6; 59-10 ;;;;;;2;2
58-6; 59-3 ;;;;;;2;2
58-6; 59-3 ;;;;;;2;2
58-6; 59-9 ;;;;;;2;2
58-6; 59-9 ;;;;;;2;2
58-6;7;;;;;;2;2
58-6;7;9;;;;;3;2
58-6;7;9;11;;;;4;2
58-6;9;11;;;;;3;2
58-6;9;11;;;;;3;2
58-6-7-11 ;;;;;;;1;2
58-6-9 ;;;;;;;1;2
58-6-9-10-11 ;;;;;;;1;2
58-6-9-10-11 ;;;;;;;1;2
58-7 - Вредительская деятельность;;;;;;;1;2
58-7 ;;;;;;;1;2
58-7 ;;;;;;;1;2
58-7 ;;;;;;;1;2
58-7 ;;;;;;;1;2
58-7;-11;;;;;;2;2
58-7;10;;;;;;2;2
58-7;10;11;;;;;3;2
58-7;9;;;;;;2;2
58-7;9;10;11;;;;4;2
58-7-10 ;;;;;;;1;2
58-7-10 ;;;;;;;1;2
58-7-11;;;;;;;1;2
58-8 ;;;;;;;1;2
58-8;-11;;;;;;2;2
58-8;10;11;;;;;3;2
58-8; 58-10 - А/с агитация против мероприятий сов.власти в деревне;;;;;;2;2
58-9 ;;;;;;;1;2
58/10 - Антисоветская агитация и пропаганда;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10 ;;;;;;;1;2
58/10;11;;;;;;2;2
58/10; 59/2 ;;;;;;2;2
58/10-1 ;;;;;;;1;2
58/11 ;;;;;;;1;2
58/12 ;;;;;;;1;2
58/2-4 ;;;;;;;1;2
58/4 ;;;;;;;1;2
58/4; /4; 19-58/9 - к/р деятельность;;;;;3;2
58/4;7;10; 11 - вредительство; а/с агитация;;;5;2
58/4;7;10;11;;;;4;2
58/6 ;;;;;;;1;2
58/6; /7; /9; /11 - к/р деятельность;;;;4;2
58/6; 59/10 ;;;;;;2;2
58/6;9;10;11;;;;4;2
58/7;11;;;;;;2;2
5803;;;;;;;1;2
59-3;9;;;;;;2;2
59-9 ;;;;;;;1;2
59-9; 58-6 ;;;;;;2;2
59/9 ;;;;;;;1;2
июнь.39;;;;;;;1;2
июнь.74;;;;;;;1;2
61;72;;;;;;2;2
61;73;;;;;;2;2
61-3 ;;;;;;;1;2
62;76;;;;;;2;2
62;76;80;;;;;3;2
63 - Переход на сторону врага;;;;;;;1;2
63 - Предательская деятельность;;;;;;;1;2
63 - Предательство сов.граждан немцам;;;;;;;1;2
63 -1 ;;;;;;;1;2
63;;;;;;;1;2
63;;;;;;;1;2
63 п.2 - Измена Родине;;;;;;;1;2
63;72;;;;;;2;2
63;76;;;;;;2;2
63;88;;;;;;2;2
63-1 - Пособническая деятельность;;;;;;;1;2
63-1 - Предательская деятельность в период войны;;;;;;;1;2
63-1 - Предательская деятельность в пользу немцев;;;;;;;1;2
"63-1 - Член ""Союза борьбы против большевизма""";;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 ;;;;;;;1;2
63-1 в 8; 38 - Измена Родине переквалифицировано в социально опасна;;;;;;2;2
63-1;24;;;;;;2;2
63-1; 65 - Измена Родине; пособническая деятельность в пользу оккупантов;;;;;3;2
63-1;70;76;;;;;3;2
63-1;70; 76БССР - участие в белопольской банде; совершение терракта;;;;4;2
63-1;70; 76БССР - участие в белопольской банде; совершение террактов;;;;4;2
63-1;" 72""б"" - Измена Родине";;;;;;2;2
63-1; 72б ;;;;;;2;2
63-1; 72б ;;;;;;2;2
63-1; 72б ;;;;;;2;2
63-1; 72б ;;;;;;2;2
63-1; 72б ;;;;;;2;2
63-1; 72б;76;;;;;3;2
63-1; 76 - Антисоветская пропаганда;;;;;;2;2
63-1; 76 - Измена Родине; к/р деятельность;;;;;3;2
63-1; 76 - Измена Родине; соучастие в к/р организации;;;;;3;2
63-1;" 76 - Состоял в фашистской организации ""СБПБ""";;;;;;2;2
63-1;" 76 - Член фашистской организации ""СБПБ"""; дала присягу на верность Гитлеру;;;;;3;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1;76;;;;;;2;2
63-1676 ;;;;;;;1;2
63-1и76 ;;;;;;;1;2
63-2 ;;;;;;;1;2
63-2 ;;;;;;;1;2
63-2 ;;;;;;;1;2
63-2 ;;;;;;;1;2
63-2 ;;;;;;;1;2
63-2;70;76;;;;;3;2
63-2;72;;;;;;2;2
63-2; 72а ;;;;;;2;2
63-2;76;;;;;;2;2
63/1; 24-70; 76 - участник к/р банды;;;;;3;2
63/1;76;;;;;;2;2
63а;71;72;;;;;3;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64;;;;;;;1;2
64; ;76;;;;;3;2
64;120;;;;;;2;2
64;145;;;;;;2;2
64;24;68; 72 - Собирал и передав.польским агентам шпион.сведения; а/с работа; распр.провак.слухи;;6;2
64;65;;;;;;2;2
64;66;68;" 72 - Член а/с организации ""ПОВ""";;;;4;2
64;66;68;76;;;;4;2
64;67;72;;;;;3;2
64; 68 - ;;;;;;2;2
64; 68 - Шпионаж;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;;;;;;2;2
64;68;69;71; 72 - член ПОВ;;;5;2
64;68;69;71;72; - Деятельность в составе ПОВ;;6;2
64;68;69;71;72; - член ПОВ;;6;2
64;68;69;71; 76 - член к/р орг-ции;;;5;2
64;68;69;71; 76 - член шпион.орг-ции;;;5;2
64;68;69;71;76;;;5;2
64;68;69;72;71; - член ПОВ;;6;2
64;68;69;72; 76 - Деятельность в составе к/р шпионской орг-ции;;;5;2
64;68;69;72; 76 - польский шпион;;;5;2
64;68;69;72; 76 - член див.-повст.орг-ции;;;5;2
64;68;69;72; 76 - член к/р орг-ции; а/с агитация;;6;2
64;68;69;72; 76 - член шпионской группы;;;5;2
64;68;69;76;;;;4;2
64;68;70;;;;;3;2
64;68;70;71; 72 - Агент польской разведки;;;5;2
64;68;70;71; 76 - член ПОВ.шпионаж; диверс.повст.деят-сть;;6;2
64;68;70;72;" 76 - Деятельность в составе ""ПОВ""";;;5;2
64;68;70;76;;;;4;2
64;68;71;;;;;3;2
64;68;71;;;;;3;2
64;68;71;;;;;3;2
64;68;71;;;;;3;2
64;68;71;72;;;;4;2
64;68;71;72; 76 - Деятельность в составе к/р орг-ции;;;5;2
64;68;71;72; 76 - ;;;5;2
64;68;71;72; 76 - Шпионаж в пользу Латвии;;;5;2
64;68;71;72; 76 - а/с деятельность;;;5;2
64;68;71;72; 76 - член ПОВ; шпионаж в прльзу Польши;;6;2
64;68;71;72; 76 - член ПОВ.шпионаж; диверс.повст.деят-сть;;6;2
64;68;71;72; 76 - член д-п шпион.орг-ции;;;5;2
64;68;71;72; 76 - член к/р орг-ции; шпионаж;;6;2
64;68;71;72; 76 - член к/р орг-ции; шпионаж в пользу Польши;;6;2
64;68;71;72; 76 - член к/р орг.; шпионаж;;6;2
64;68;71;72; 76 - член ш-п орг-ции;;;5;2
64;68;71;72; 76Б - член ПОВ;;;5;2
64;68;71;72; 76С - член к/р орг-ции;;;5;2
64;68;71;72;76;;;5;2
64;68;71;76;;;;4;2
64;68;71;76;;;;4;2
64;68;71;76;;;;4;2
64;68;71;76;;;;4;2
64;68;71;76;;;;4;2
64;68;72;;;;;3;2
64;68;72;;;;;3;2
64;68;72;;;;;3;2
64;68;72;;;;;3;2
64;68;72;;;;;3;2
64;68;72;;;;;3;2
64;68;72;;;;;3;2
64;68;72;;;;;3;2
64;68;72;71; 76 - член ПОВ;;;5;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68;72;76;;;;4;2
64;68; 76 - Антисоветская агитация; шпионаж;;;;4;2
64;68;76;;;;;3;2
64;68;76;;;;;3;2
64;68;76;;;;;3;2
64;68;76;;;;;3;2
64;68;76;;;;;3;2
64;68;76;;;;;3;2
64; 68-72;76;;;;;3;2
64;68672;;;;;;2;2
64;69;70;71; 76 - член к/р орг-ции;;;5;2
64;69;70;76;;;;4;2
64;69;71;72;;;;4;2
64;69;71;76; 72 - член ПОВ;;;5;2
64;69;72;76;;;;4;2
64;69;72;76;;;;4;2
64;69;72;76;;;;4;2
64;69;72;76;;;;4;2
64;69;72;76;;;;4;2
64;69;72;76;;;;4;2
64;69;72;76;;;;4;2
64;69;76;;;;;3;2
64;70;;;;;;2;2
64;70;71;72;;;;4;2
64;70;71;72; 76 - Деятельность в составе ПОВ;;;5;2
64;70;71;72; 76 - к/р работа; член ПОВ;;6;2
64;70;71;72; 76 - член к/р орг-ции;;;5;2
64;70;71;76;;;;4;2
64;70;71;76;;;;4;2
64;70;72;76;;;;4;2
64;70;74;72; 76 - член а/с орг-ции;;;5;2
64;71;72;;;;;3;2
64;71;72;;;;;3;2
64;71;72; 76 - Деятельность в составе ПОВ;;;;4;2
64;71;72; 76 - член к/р орг-ции;;;;4;2
64;71;72; 76 - член к/р орг-ции; а/с деят-сть;;;5;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;72;76;;;;4;2
64;71;76;;;;;3;2
64;71;76;;;;;3;2
64;71;76;;;;;3;2
64;71;76;;;;;3;2
64;71;76;;;;;3;2
64;71;76;;;;;3;2
64;71;76;;;;;3;2
64;71;76;;;;;3;2
64;71672;76;;;;;3;2
64; 72 - ;;;;;;2;2
64; 72 - ;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;;;;;;2;2
64;72;68;;;;;3;2
64;72;68;76;;;;4;2
64;72;69;76;;;;4;2
64;72;74;;;;;3;2
64;72; 76 - ;;;;;3;2
64;72; 76 - Шпионско-диверсионная деятельность;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76;;;;;3;2
64;72;76; 24-120 - к/р шпионская деятельность;;;;4;2
64; 72а ;;;;;;2;2
64;73;76;;;;;3;2
64;74;;;;;;2;2
64;74;145;;;;;3;2
64;74;76;;;;;3;2
64; 76 БССР - участие в антисоветской организации;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;;;;;;2;2
64;76;22;;;;;3;2
64;76;68;;;;;3;2
64;76;69;;;;;3;2
64;76;70;;;;;3;2
64;76;72;;;;;3;2
64;76;72;;;;;3;2
64; 76б; - участие в а/с повстанческой организации;;;;;3;2
64-24; 72а - К/р пропаганда на срыв меропр.сов.власти; оказ.содейств.шпион.-дивер.организации;;;;;3;2
64-24; 72а - К/р пропаганда на срыв меропр.сов.власти; оказ.содействия шпион-дивер.организации;;;;;3;2
64-24; 72а - К/р пропаганда на срыв меропр.сов.власти; оказ.содействия шпион.-дивер.организ-ии;;;;;3;2
64-24; 72а - К/р пропаганда на срыв меропр.сов.власти; оказан.содейств.шпионско-дивер.орган-ии;;;;;3;2
64-76 ;;;;;;;1;2
64.76 ;;;;;;;1;2
64а;68;71;76;;;;4;2
64а;68; 71а72; 76 - агент польской разведки; член дивер.повст.шпион.орг-ции;;;5;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65;;;;;;;1;2
65; 145а ;;;;;;2;2
65;64;;;;;;2;2
65;66;68;69;72; - агент польской разведки;;6;2
65;68;;;;;;2;2
65;68;;;;;;2;2
65;68;72;;;;;3;2
65;68;72;;;;;3;2
65;68;76;;;;;3;2
65;68;76;;;;;3;2
65;68;76;;;;;3;2
65;72;;;;;;2;2
65;72;;;;;;2;2
65;72;;;;;;2;2
65;72;;;;;;2;2
65;72;;;;;;2;2
65;72;;;;;;2;2
65;72;74;80;;;;4;2
65;72;76;;;;;3;2
65;72;80;;;;;3;2
65; 72а ;;;;;;2;2
65; 72б ;;;;;;2;2
65; 72б ;;;;;;2;2
65; 72б ;;;;;;2;2
65; 76 - Антисоветская агитация; участие в к/р организации;;;;;3;2
65; 76 - Организация антисоветской деятельности;;;;;;2;2
65; 76 - Пособническая деятельность; участие в к/р организации;;;;;3;2
65;76;;;;;;2;2
65;76;;;;;;2;2
65;76;;;;;;2;2
65;76;;;;;;2;2
65-1 ;;;;;;;1;2
66;;;;;;;1;2
66;;;;;;;1;2
66;;;;;;;1;2
66;;;;;;;1;2
66;;;;;;;1;2
66;;;;;;;1;2
66;;;;;;;1;2
66; 22-120 ;;;;;;2;2
66;64;76;;;;;3;2
66; 68 - Польский агент;;;;;;2;2
66; 68 - Шпионаж; участие в к/р организации;;;;;3;2
66;68;;;;;;2;2
66;68;;;;;;2;2
66;68;69;;;;;3;2
66;68;71;;;;;3;2
66;68;71;;;;;3;2
66;68;71;76;;;;4;2
66;68;71;76;;;;4;2
66;68;71;76;;;;4;2
66;68;72;;;;;3;2
66;68;72;;;;;3;2
66;68;72;;;;;3;2
66;68;72;;;;;3;2
66;68;72;;;;;3;2
66;68;72;76;;;;4;2
66;68;76;;;;;3;2
66;68;76;;;;;3;2
66;68;76;;;;;3;2
66;68;76;;;;;3;2
66;68;76;;;;;3;2
66;68;76;;;;;3;2
66;68;76;;;;;3;2
66;68;97;;;;;3;2
66;68;97;98;;;;4;2
66;68;97;98;;;;4;2
66;69;;;;;;2;2
66;69;72;;;;;3;2
66;69;76;;;;;3;2
66; 70 - ;;;;;;2;2
66;71;;;;;;2;2
66;71;" 76 - Шпионско-диверсионная организация ""ПОВ""";;;;;3;2
66;71;76;;;;;3;2
66;72;;;;;;2;2
66;72;;;;;;2;2
66;72;;;;;;2;2
66;72;;;;;;2;2
66;72;;;;;;2;2
66;72;;;;;;2;2
66;72;74;;;;;3;2
66;72;76;;;;;3;2
66;72;80;;;;;3;2
66; 72-а;80; 87 - Подозрение в содействии белополякам; контрабанде;;;5;2
66;74;;;;;;2;2
66;76;;;;;;2;2
66;76;;;;;;2;2
66;76;;;;;;2;2
66;76;;;;;;2;2
66;76;;;;;;2;2
66;76;;;;;;2;2
66;76; 58-4; 11 - А/с агитация;;;;4;2
66;84;;;;;;2;2
66;97;;;;;;2;2
66;97;;;;;;2;2
66;97;;;;;;2;2
66;97;117;;;;;3;2
66;97;98;;;;;3;2
66;97;98;;;;;3;2
66;97;98;;;;;3;2
66;97;98;;;;;3;2
66;97;98;;;;;3;2
66;97;98; 58-6; 9 - Деятельность в составе к/р орг-ции;;;5;2
66;98;;;;;;2;2
66; 98-1 ;;;;;;2;2
66-1;67;58;;;;;3;2
66-1; 98-1 ;;;;;;2;2
66-2; 97-2 ;;;;;;2;2
66ч1 ;;;;;;;1;2
67;;;;;;;1;2
67;68;72;;;;;3;2
67;72;;;;;;2;2
67-1 ;;;;;;;1;2
67ч1 ;;;;;;;1;2
"68 - ""ШП""";;;;;;;1;2
68 - Агент разведорганов бурж.Польши;;;;;;;1;2
68 - Антисоветская пропаганда;;;;;;;1;2
68 - Диверсионно-шпионская деятельность;;;;;;;1;2
68 - Изобличался в совершении преступлений предусмотренных;;;;;;;1;2
68 - Подозревался в связях с польскими разведорганами;;;;;;;1;2
68 - Связь с польразведорганами;;;;;;;1;2
68 - Шпионаж в пользу немецкой разведки;;;;;;;1;2
68 - Шпионаж в пользу польской разведки;;;;;;;1;2
68 - Шпионская деятельность в пользу буржуазной Польши;;;;;;;1;2
68 - Шпионская деятельность в пользу иноразведки;;;;;;;1;2
68 - Шпионская деятельность в поьзу Польши;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
68;;;;;;;1;2
